date,plant_id,product_line,product_category,demand_units,raw_material_1,raw_material_2,raw_material_3,raw_material_4,economic_index,capacity_utilization,supply_chain_disruption,working_days_month,is_holiday,fuel_cost_index,labor_availability,inventory_level,lead_time_days,order_backlog
2023-04-05,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,845,Active_Ingredient,Lactose,Starch,Cellulose,115.16,1.0,0,22,0,57.25,1.017,1108,11,91
2023-04-05,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,864,Active_Ingredient,Lactose,Starch,Cellulose,115.16,1.0,0,22,0,57.25,1.012,1274,9,96
2023-04-05,Bangalore_Pharma,API_P03,Pharmaceuticals,689,Active_Ingredient,Lactose,Starch,Cellulose,115.16,0.861,0,22,0,57.25,1.025,1297,10,91
2023-04-06,Mumbai_Electronics,PCB_Assembly_001,Electronics,1283,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,123.84,0.855,0,22,0,60.08,0.968,1337,7,70
2023-04-06,Mumbai_Electronics,PCB_Assembly_002,Electronics,1355,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,123.84,0.903,0,22,0,60.08,0.962,1189,11,7
2023-04-06,Mumbai_Electronics,Component_001,Electronics,1377,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,123.84,0.918,0,22,0,60.08,0.878,1492,7,83
2023-04-06,Chennai_Automotive,Engine_Part_A01,Automotive,1121,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,123.84,0.934,0,22,0,60.08,0.998,1058,8,73
2023-04-06,Chennai_Automotive,Body_Part_B02,Automotive,1350,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,123.84,1.0,0,22,0,60.08,0.895,1430,10,65
2023-04-06,Chennai_Automotive,Interior_C03,Automotive,1335,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,123.84,1.0,0,22,0,60.08,0.989,1395,8,92
2023-04-06,Pune_Textiles,Cotton_Fabric_T01,Textiles,1237,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,123.84,0.619,0,22,0,60.08,0.927,1298,8,68
2023-04-06,Pune_Textiles,Synthetic_T02,Textiles,1214,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,123.84,0.607,0,22,0,60.08,0.912,1013,10,4
2023-04-06,Pune_Textiles,Blended_T03,Textiles,899,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,123.84,0.642,1,22,0,60.08,0.703,1142,9,11
2023-04-06,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,712,Active_Ingredient,Lactose,Starch,Cellulose,123.84,0.89,0,22,0,60.08,0.895,1279,9,44
2023-04-06,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,874,Active_Ingredient,Lactose,Starch,Cellulose,123.84,1.0,0,22,0,60.08,0.914,1045,10,82
2023-04-06,Bangalore_Pharma,API_P03,Pharmaceuticals,674,Active_Ingredient,Lactose,Starch,Cellulose,123.84,0.843,0,22,0,60.08,1.0,1005,7,97
2023-04-07,Mumbai_Electronics,PCB_Assembly_001,Electronics,1156,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,123.72,0.771,0,22,0,58.96,1.023,1183,11,13
2023-04-07,Mumbai_Electronics,PCB_Assembly_002,Electronics,1148,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,123.72,0.765,0,22,0,58.96,0.868,1285,10,29
2023-04-07,Mumbai_Electronics,Component_001,Electronics,1286,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,123.72,0.857,0,22,0,58.96,0.923,1345,7,76
2023-04-07,Chennai_Automotive,Engine_Part_A01,Automotive,988,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,123.72,0.823,0,22,0,58.96,1.044,1018,9,10
2023-04-07,Chennai_Automotive,Body_Part_B02,Automotive,1076,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,123.72,0.897,0,22,0,58.96,0.931,1066,11,92
2023-04-07,Chennai_Automotive,Interior_C03,Automotive,974,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,123.72,0.812,0,22,0,58.96,1.03,1423,8,57
2023-04-07,Pune_Textiles,Cotton_Fabric_T01,Textiles,1479,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,123.72,0.74,0,22,0,58.96,1.044,1056,9,0
2023-04-07,Pune_Textiles,Synthetic_T02,Textiles,873,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,123.72,0.624,1,22,0,58.96,0.633,1051,10,16
2023-04-07,Pune_Textiles,Blended_T03,Textiles,1332,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,123.72,0.666,0,22,0,58.96,0.891,1130,9,83
2023-04-07,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,756,Active_Ingredient,Lactose,Starch,Cellulose,123.72,0.945,0,22,0,58.96,0.869,1264,11,10
2023-04-07,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,657,Active_Ingredient,Lactose,Starch,Cellulose,123.72,0.821,0,22,0,58.96,0.925,1266,9,33
2023-04-07,Bangalore_Pharma,API_P03,Pharmaceuticals,657,Active_Ingredient,Lactose,Starch,Cellulose,123.72,0.821,0,22,0,58.96,0.857,1463,8,52
2023-04-08,Mumbai_Electronics,PCB_Assembly_001,Electronics,41,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.19,0.027,0,22,1,62.57,0.665,1094,10,9
2023-04-08,Mumbai_Electronics,PCB_Assembly_002,Electronics,36,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.19,0.024,0,22,1,62.57,0.641,1294,7,94
2023-04-08,Mumbai_Electronics,Component_001,Electronics,33,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.19,0.022,0,22,1,62.57,0.735,1284,9,92
2023-04-08,Chennai_Automotive,Engine_Part_A01,Automotive,38,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.19,0.032,0,22,1,62.57,0.676,1445,8,65
2023-04-08,Chennai_Automotive,Body_Part_B02,Automotive,36,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.19,0.03,0,22,1,62.57,0.754,1463,7,87
2023-04-08,Chennai_Automotive,Interior_C03,Automotive,35,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.19,0.029,0,22,1,62.57,0.713,1062,7,22
2023-04-08,Pune_Textiles,Cotton_Fabric_T01,Textiles,38,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.19,0.019,0,22,1,62.57,0.664,1086,7,34
2023-04-08,Pune_Textiles,Synthetic_T02,Textiles,36,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.19,0.018,0,22,1,62.57,0.76,1229,9,21
2023-04-08,Pune_Textiles,Blended_T03,Textiles,35,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.19,0.018,0,22,1,62.57,0.759,1227,11,48
2023-04-08,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,22,Active_Ingredient,Lactose,Starch,Cellulose,121.19,0.028,0,22,1,62.57,0.761,1188,8,54
2023-04-08,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,23,Active_Ingredient,Lactose,Starch,Cellulose,121.19,0.029,0,22,1,62.57,0.714,1033,10,31
2023-04-08,Bangalore_Pharma,API_P03,Pharmaceuticals,20,Active_Ingredient,Lactose,Starch,Cellulose,121.19,0.025,0,22,1,62.57,0.654,1490,9,57
2023-04-09,Mumbai_Electronics,PCB_Assembly_001,Electronics,31,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.25,0.021,0,22,1,60.38,0.739,1180,9,84
2023-04-09,Mumbai_Electronics,PCB_Assembly_002,Electronics,41,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.25,0.027,0,22,1,60.38,0.689,1071,7,53
2023-04-09,Mumbai_Electronics,Component_001,Electronics,38,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.25,0.025,0,22,1,60.38,0.647,1052,9,40
2023-04-09,Chennai_Automotive,Engine_Part_A01,Automotive,21,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.25,0.025,1,22,1,60.38,0.697,1349,8,42
2023-04-09,Chennai_Automotive,Body_Part_B02,Automotive,32,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.25,0.027,0,22,1,60.38,0.69,1407,11,86
2023-04-09,Chennai_Automotive,Interior_C03,Automotive,30,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.25,0.025,0,22,1,60.38,0.683,1450,11,75
2023-04-09,Pune_Textiles,Cotton_Fabric_T01,Textiles,31,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.25,0.015,0,22,1,60.38,0.705,1388,8,83
2023-04-09,Pune_Textiles,Synthetic_T02,Textiles,41,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.25,0.021,0,22,1,60.38,0.696,1009,8,35
2023-04-09,Pune_Textiles,Blended_T03,Textiles,25,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.25,0.018,1,22,1,60.38,0.71,1475,9,38
2023-04-09,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,18,Active_Ingredient,Lactose,Starch,Cellulose,120.25,0.022,0,22,1,60.38,0.7,1094,9,44
2023-04-09,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,23,Active_Ingredient,Lactose,Starch,Cellulose,120.25,0.029,0,22,1,60.38,0.709,1117,10,14
2023-04-09,Bangalore_Pharma,API_P03,Pharmaceuticals,19,Active_Ingredient,Lactose,Starch,Cellulose,120.25,0.024,0,22,1,60.38,0.711,1371,9,10
2023-04-10,Mumbai_Electronics,PCB_Assembly_001,Electronics,1365,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.61,0.91,0,22,0,64.84,0.86,1186,8,32
2023-04-10,Mumbai_Electronics,PCB_Assembly_002,Electronics,1154,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.61,0.769,0,22,0,64.84,0.86,1318,8,69
2023-04-10,Mumbai_Electronics,Component_001,Electronics,1290,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.61,0.86,0,22,0,64.84,0.914,1198,7,80
2023-04-10,Chennai_Automotive,Engine_Part_A01,Automotive,1058,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.61,0.882,0,22,0,64.84,0.988,1426,11,21
2023-04-10,Chennai_Automotive,Body_Part_B02,Automotive,1259,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.61,1.0,0,22,0,64.84,0.942,1236,9,94
2023-04-10,Chennai_Automotive,Interior_C03,Automotive,1180,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.61,0.983,0,22,0,64.84,1.019,1443,9,89
2023-04-10,Pune_Textiles,Cotton_Fabric_T01,Textiles,1077,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.61,0.538,0,22,0,64.84,0.879,1408,11,84
2023-04-10,Pune_Textiles,Synthetic_T02,Textiles,1486,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.61,0.743,0,22,0,64.84,0.968,1458,7,74
2023-04-10,Pune_Textiles,Blended_T03,Textiles,1362,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.61,0.681,0,22,0,64.84,0.892,1476,8,97
2023-04-10,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,668,Active_Ingredient,Lactose,Starch,Cellulose,120.61,0.835,0,22,0,64.84,0.96,1163,7,92
2023-04-10,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,679,Active_Ingredient,Lactose,Starch,Cellulose,120.61,0.849,0,22,0,64.84,1.008,1318,11,13
2023-04-10,Bangalore_Pharma,API_P03,Pharmaceuticals,807,Active_Ingredient,Lactose,Starch,Cellulose,120.61,1.0,0,22,0,64.84,1.03,1372,8,94
2023-04-11,Mumbai_Electronics,PCB_Assembly_001,Electronics,1010,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.12,0.673,0,22,0,60.41,0.999,1296,9,94
2023-04-11,Mumbai_Electronics,PCB_Assembly_002,Electronics,1304,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.12,0.869,0,22,0,60.41,1.007,1428,8,32
2023-04-11,Mumbai_Electronics,Component_001,Electronics,1147,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.12,0.765,0,22,0,60.41,0.991,1004,7,99
2023-04-11,Chennai_Automotive,Engine_Part_A01,Automotive,827,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.12,0.985,1,22,0,60.41,0.711,1366,7,56
2023-04-11,Chennai_Automotive,Body_Part_B02,Automotive,1186,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.12,0.988,0,22,0,60.41,0.877,1077,9,4
2023-04-11,Chennai_Automotive,Interior_C03,Automotive,791,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.12,0.942,1,22,0,60.41,0.664,1322,11,99
2023-04-11,Pune_Textiles,Cotton_Fabric_T01,Textiles,1154,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.12,0.577,0,22,0,60.41,0.98,1066,10,14
2023-04-11,Pune_Textiles,Synthetic_T02,Textiles,1215,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.12,0.608,0,22,0,60.41,0.957,1186,10,52
2023-04-11,Pune_Textiles,Blended_T03,Textiles,1416,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.12,0.708,0,22,0,60.41,0.955,1329,8,35
2023-04-11,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,767,Active_Ingredient,Lactose,Starch,Cellulose,121.12,0.959,0,22,0,60.41,0.996,1014,8,35
2023-04-11,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,768,Active_Ingredient,Lactose,Starch,Cellulose,121.12,0.96,0,22,0,60.41,0.894,1283,10,40
2023-04-11,Bangalore_Pharma,API_P03,Pharmaceuticals,688,Active_Ingredient,Lactose,Starch,Cellulose,121.12,0.86,0,22,0,60.41,0.857,1368,10,91
2023-04-12,Mumbai_Electronics,PCB_Assembly_001,Electronics,1421,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,113.95,0.947,0,22,0,58.76,0.985,1220,11,93
2023-04-12,Mumbai_Electronics,PCB_Assembly_002,Electronics,1364,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,113.95,0.909,0,22,0,58.76,1.021,1335,7,26
2023-04-12,Mumbai_Electronics,Component_001,Electronics,1150,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,113.95,0.767,0,22,0,58.76,0.992,1296,10,90
2023-04-12,Chennai_Automotive,Engine_Part_A01,Automotive,965,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,113.95,0.804,0,22,0,58.76,0.874,1335,10,42
2023-04-12,Chennai_Automotive,Body_Part_B02,Automotive,1231,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,113.95,1.0,0,22,0,58.76,0.909,1206,8,42
2023-04-12,Chennai_Automotive,Interior_C03,Automotive,1089,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,113.95,0.907,0,22,0,58.76,0.995,1190,8,90
2023-04-12,Pune_Textiles,Cotton_Fabric_T01,Textiles,1096,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,113.95,0.548,0,22,0,58.76,0.877,1047,10,64
2023-04-12,Pune_Textiles,Synthetic_T02,Textiles,1095,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,113.95,0.547,0,22,0,58.76,0.998,1033,11,50
2023-04-12,Pune_Textiles,Blended_T03,Textiles,1325,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,113.95,0.662,0,22,0,58.76,0.995,1465,9,45
2023-04-12,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,831,Active_Ingredient,Lactose,Starch,Cellulose,113.95,1.0,0,22,0,58.76,0.965,1014,11,31
2023-04-12,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,768,Active_Ingredient,Lactose,Starch,Cellulose,113.95,0.96,0,22,0,58.76,0.859,1264,9,75
2023-04-12,Bangalore_Pharma,API_P03,Pharmaceuticals,798,Active_Ingredient,Lactose,Starch,Cellulose,113.95,0.998,0,22,0,58.76,0.939,1023,10,85
2023-04-13,Mumbai_Electronics,PCB_Assembly_001,Electronics,1252,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.95,0.835,0,22,0,62.3,0.942,1447,10,91
2023-04-13,Mumbai_Electronics,PCB_Assembly_002,Electronics,1135,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.95,0.757,0,22,0,62.3,1.011,1368,7,27
2023-04-13,Mumbai_Electronics,Component_001,Electronics,1377,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.95,0.918,0,22,0,62.3,1.042,1160,10,67
2023-04-13,Chennai_Automotive,Engine_Part_A01,Automotive,954,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.95,0.795,0,22,0,62.3,0.868,1348,8,24
2023-04-13,Chennai_Automotive,Body_Part_B02,Automotive,1076,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.95,0.897,0,22,0,62.3,1.031,1453,7,33
2023-04-13,Chennai_Automotive,Interior_C03,Automotive,1327,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.95,1.0,0,22,0,62.3,0.887,1362,9,68
2023-04-13,Pune_Textiles,Cotton_Fabric_T01,Textiles,1230,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.95,0.615,0,22,0,62.3,1.04,1355,10,99
2023-04-13,Pune_Textiles,Synthetic_T02,Textiles,1438,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.95,0.719,0,22,0,62.3,1.002,1462,8,47
2023-04-13,Pune_Textiles,Blended_T03,Textiles,1113,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.95,0.556,0,22,0,62.3,1.002,1054,7,13
2023-04-13,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,707,Active_Ingredient,Lactose,Starch,Cellulose,120.95,0.884,0,22,0,62.3,0.878,1177,11,0
2023-04-13,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,624,Active_Ingredient,Lactose,Starch,Cellulose,120.95,0.78,0,22,0,62.3,1.003,1396,10,20
2023-04-13,Bangalore_Pharma,API_P03,Pharmaceuticals,835,Active_Ingredient,Lactose,Starch,Cellulose,120.95,1.0,0,22,0,62.3,0.862,1275,7,64
2023-04-14,Mumbai_Electronics,PCB_Assembly_001,Electronics,1196,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.65,0.797,0,22,0,61.2,0.994,1337,10,92
2023-04-14,Mumbai_Electronics,PCB_Assembly_002,Electronics,1301,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.65,0.867,0,22,0,61.2,0.92,1449,8,9
2023-04-14,Mumbai_Electronics,Component_001,Electronics,1121,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.65,0.747,0,22,0,61.2,1.01,1210,7,46
2023-04-14,Chennai_Automotive,Engine_Part_A01,Automotive,957,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.65,0.797,0,22,0,61.2,0.897,1366,10,86
2023-04-14,Chennai_Automotive,Body_Part_B02,Automotive,967,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.65,0.806,0,22,0,61.2,0.861,1186,8,51
2023-04-14,Chennai_Automotive,Interior_C03,Automotive,985,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.65,0.821,0,22,0,61.2,1.003,1471,7,31
2023-04-14,Pune_Textiles,Cotton_Fabric_T01,Textiles,1126,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.65,0.563,0,22,0,61.2,1.04,1294,9,1
2023-04-14,Pune_Textiles,Synthetic_T02,Textiles,1369,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.65,0.684,0,22,0,61.2,0.872,1180,7,96
2023-04-14,Pune_Textiles,Blended_T03,Textiles,807,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.65,0.577,1,22,0,61.2,0.644,1309,10,14
2023-04-14,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,754,Active_Ingredient,Lactose,Starch,Cellulose,121.65,0.943,0,22,0,61.2,0.855,1486,10,10
2023-04-14,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,811,Active_Ingredient,Lactose,Starch,Cellulose,121.65,1.0,0,22,0,61.2,0.987,1114,10,42
2023-04-14,Bangalore_Pharma,API_P03,Pharmaceuticals,713,Active_Ingredient,Lactose,Starch,Cellulose,121.65,0.891,0,22,0,61.2,0.908,1255,8,73
2023-04-15,Mumbai_Electronics,PCB_Assembly_001,Electronics,38,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,117.47,0.025,0,22,1,60.34,0.752,1309,11,10
2023-04-15,Mumbai_Electronics,PCB_Assembly_002,Electronics,41,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,117.47,0.027,0,22,1,60.34,0.761,1295,10,73
2023-04-15,Mumbai_Electronics,Component_001,Electronics,35,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,117.47,0.023,0,22,1,60.34,0.77,1443,10,65
2023-04-15,Chennai_Automotive,Engine_Part_A01,Automotive,36,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,117.47,0.03,0,22,1,60.34,0.749,1249,9,93
2023-04-15,Chennai_Automotive,Body_Part_B02,Automotive,28,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,117.47,0.023,0,22,1,60.34,0.731,1000,8,46
2023-04-15,Chennai_Automotive,Interior_C03,Automotive,33,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,117.47,0.028,0,22,1,60.34,0.708,1313,9,39
2023-04-15,Pune_Textiles,Cotton_Fabric_T01,Textiles,24,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,117.47,0.018,1,22,1,60.34,0.683,1119,7,78
2023-04-15,Pune_Textiles,Synthetic_T02,Textiles,39,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,117.47,0.019,0,22,1,60.34,0.73,1299,10,84
2023-04-15,Pune_Textiles,Blended_T03,Textiles,39,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,117.47,0.019,0,22,1,60.34,0.701,1104,8,66
2023-04-15,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,18,Active_Ingredient,Lactose,Starch,Cellulose,117.47,0.022,0,22,1,60.34,0.757,1436,9,31
2023-04-15,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,20,Active_Ingredient,Lactose,Starch,Cellulose,117.47,0.025,0,22,1,60.34,0.738,1376,10,6
2023-04-15,Bangalore_Pharma,API_P03,Pharmaceuticals,18,Active_Ingredient,Lactose,Starch,Cellulose,117.47,0.022,0,22,1,60.34,0.645,1088,8,8
2023-04-16,Mumbai_Electronics,PCB_Assembly_001,Electronics,35,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,125.15,0.023,0,22,1,59.59,0.719,1405,10,8
2023-04-16,Mumbai_Electronics,PCB_Assembly_002,Electronics,23,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,125.15,0.022,1,22,1,59.59,0.696,1362,9,29
2023-04-16,Mumbai_Electronics,Component_001,Electronics,31,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,125.15,0.021,0,22,1,59.59,0.693,1441,10,53
2023-04-16,Chennai_Automotive,Engine_Part_A01,Automotive,38,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,125.15,0.032,0,22,1,59.59,0.737,1040,9,23
2023-04-16,Chennai_Automotive,Body_Part_B02,Automotive,36,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,125.15,0.03,0,22,1,59.59,0.664,1441,11,72
2023-04-16,Chennai_Automotive,Interior_C03,Automotive,32,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,125.15,0.027,0,22,1,59.59,0.693,1266,7,49
2023-04-16,Pune_Textiles,Cotton_Fabric_T01,Textiles,34,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,125.15,0.017,0,22,1,59.59,0.645,1050,7,52
2023-04-16,Pune_Textiles,Synthetic_T02,Textiles,41,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,125.15,0.021,0,22,1,59.59,0.717,1415,9,86
2023-04-16,Pune_Textiles,Blended_T03,Textiles,33,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,125.15,0.017,0,22,1,59.59,0.636,1119,7,48
2023-04-16,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,24,Active_Ingredient,Lactose,Starch,Cellulose,125.15,0.03,0,22,1,59.59,0.716,1261,11,18
2023-04-16,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,24,Active_Ingredient,Lactose,Starch,Cellulose,125.15,0.03,0,22,1,59.59,0.727,1145,11,99
2023-04-16,Bangalore_Pharma,API_P03,Pharmaceuticals,22,Active_Ingredient,Lactose,Starch,Cellulose,125.15,0.028,0,22,1,59.59,0.755,1427,9,85
2023-04-17,Mumbai_Electronics,PCB_Assembly_001,Electronics,1281,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.95,0.854,0,22,0,61.53,0.933,1065,8,24
2023-04-17,Mumbai_Electronics,PCB_Assembly_002,Electronics,1026,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.95,0.684,0,22,0,61.53,1.027,1247,11,81
2023-04-17,Mumbai_Electronics,Component_001,Electronics,1150,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,120.95,0.767,0,22,0,61.53,0.981,1496,7,29
2023-04-17,Chennai_Automotive,Engine_Part_A01,Automotive,1237,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.95,1.0,0,22,0,61.53,1.018,1454,10,59
2023-04-17,Chennai_Automotive,Body_Part_B02,Automotive,1249,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.95,1.0,0,22,0,61.53,0.995,1227,10,81
2023-04-17,Chennai_Automotive,Interior_C03,Automotive,1118,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,120.95,0.932,0,22,0,61.53,0.873,1161,8,40
2023-04-17,Pune_Textiles,Cotton_Fabric_T01,Textiles,1247,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.95,0.624,0,22,0,61.53,0.865,1344,9,77
2023-04-17,Pune_Textiles,Synthetic_T02,Textiles,1137,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,120.95,0.569,0,22,0,61.53,0.931,1397,9,52
